0|name_eng|1|city_eng|2|country_eng|3|latitude|4|longitude|5|runway_elevation
Almaty|Almaty|Almaty|Almaty|Kazakhstan|Kazakhstan|43.352072|43.352072|77.040508|77.040508|681|681
Albany International|Albany International|Albany|Albany|United States|United States|42.749111|42.749111|-73.801972|-73.801972|87|87
Alicante El Altet|Alicante El Altet|Alicante|Alicante|Spain|Spain|38.282169|38.282169|-0.558156|-0.558156|43|43
Alerta|Alerta|Alerta|Alerta|Peru|Peru|-11.683|-11.683|-69.333|-69.333|243|243
Alpine|Alpine|Alpine|Alpine|United States|United States|30.384222|30.384222|-103.683583|-103.683583|1376|1376
Alta|Alta|Alta|Alta|Norway|Norway|69.976111|69.976111|23.371667|23.371667|3|3
Houari Boumediene|Houari Boumediene|Algiers|Algiers|Algeria|Algeria|36.694444|36.694444|3.216944|3.216944|25|25
Albany|Albany|Albany|Albany|Australia|Australia|-34.943333|-34.943333|117.808889|117.808889|71|71
International|International|Alice|Alice|United States|United States|27.740889|27.740889|-98.026944|-98.026944|54|54
Kortdoorn|Kortdoorn|Alexander Bay|Alexander Bay|South Africa|South Africa|-28.575001|-28.575001|16.533332|16.533332|30|30
Asela|Asela|Asela|Asela|Ethiopia|Ethiopia|7.967|7.967|39.117|39.117||
Albenga|Albenga|Albenga|Albenga|Italy|Italy|44.050608|44.050608|8.127428|8.127428|45|45
Municipal|Municipal|Alamogordo|Alamogordo|United States|United States|32.839944|32.839944|-105.990583|-105.990583|1280|1280
Alton|Alton|Alton|Alton|United States|United States|38.889917|38.889917|-90.045989|-90.045989|166|166
Waterloo|Waterloo|Waterloo|Waterloo|United States|United States|42.557081|42.557081|-92.400344|-92.400344|266|266
Nejrab|Nejrab|Aleppo|Aleppo|Syria|Syria|36.180675|36.180675|37.224358|37.224358|389|389
Federal|Federal|Alegrete|Alegrete|Brazil|Brazil|-29.800274|-29.800274|-55.763054|-55.763054|110|110
Alexandra|Alexandra|Alexandra|Alexandra|New Zealand|New Zealand|-45.211667|-45.211667|169.373333|169.373333|229|229
Municipal|Municipal|Alamosa|Alamosa|United States|United States|37.434917|37.434917|-105.866556|-105.866556|2298|2298
Alenquer|Alenquer|Alenquer|Alenquer|Brazil|Brazil|-1.917499|-1.917499|-54.721111|-54.721111|52|52
Alula|Alula|Alula|Alula|Somalia|Somalia|11.950|11.950|50.733|50.733|2|2
Andorra La Vella H/P|Andorra La Vella H/P|Andorra La Vella|Andorra La Vella|Andorra|Andorra|42.506|42.506|1.522|1.522||
Walla Walla|Walla Walla|Walla Walla|Walla Walla|United States|United States|46.094778|46.094778|-118.289000|-118.289000|364|364
Thomas C Russell Fld|Thomas C Russell Fld|Alexander City|Alexander City|United States|United States|32.914744|32.914744|-85.962956|-85.962956|209|209
El Nohza|El Nohza|Alexandria|Alexandria|Egypt|Egypt|31.183903|31.183903|29.948889|29.948889||
Alitak SPB|Alitak SPB|Alitak|Alitak|United States|United States|56.899487|56.899487|-154.247847|-154.247847|0|0
Rick Husband Amarillo International|Rick Husband Amarillo International|Amarillo, TX|Amarillo, TX|United States|United States|35.219361|35.219361|-101.705917|-101.705917|1099|1099
Ambilobe|Ambilobe|Ambilobe|Ambilobe|Madagascar|Madagascar|-13.188431|-13.188431|48.987978|48.987978|22|22
Am Timan|Am Timan|Am Timan|Am Timan|Chad|Chad|11.034|11.034|20.274|20.274|433|433
Ahmedabad|Ahmedabad|Ahmedabad|Ahmedabad|India|India|23.077242|23.077242|72.634650|72.634650|58|58
Alto Molocue|Alto Molocue|Alto Molocue|Alto Molocue|Mozambique|Mozambique|-15.633|-15.633|37.700|37.700|563|563
Ama|Ama|Ama|Ama|Papua New Guinea|Papua New Guinea|-4.100|-4.100|141.667|141.667|30|30
Amboin|Amboin|Amboin|Amboin|Papua New Guinea|Papua New Guinea|-4.600|-4.600|143.500|143.500||
Arba Mintch|Arba Mintch|Arba Mintch|Arba Mintch|Ethiopia|Ethiopia|6.039389|6.039389|37.590453|37.590453|1187|1187
Selaparang|Selaparang|Mataram|Mataram|Indonesia|Indonesia|-8.560708|-8.560708|116.094656|116.094656|16|16
Almenara|Almenara|Almenara|Almenara|Brazil|Brazil|-16.165963|-16.165963|-40.684436|-40.684436|195|195
Animas Airpark|Animas Airpark|Durango|Durango|United States|United States|37.203178|37.203178|-107.869195|-107.869195|2037|2037
Puerto Armuellas|Puerto Armuellas|Puerto Armuellas|Puerto Armuellas|Panama|Panama|8.268056|8.268056|-82.864944|-82.864944|13|13
Queen Alia Intl|Queen Alia Intl|Amman|Amman|Jordan|Jordan|31.722556|31.722556|35.993214|35.993214|730|730
Gratiot Community|Gratiot Community|Alma|Alma|United States|United States|43.322139|43.322139|-84.687944|-84.687944|230|230
Mao|Mao|Mao|Mao|Chad|Chad|14.145556|14.145556|15.314444|15.314444|327|327
Ampanihy|Ampanihy|Ampanihy|Ampanihy|Madagascar|Madagascar|-24.699722|-24.699722|44.734167|44.734167|235|235
Pattimura|Pattimura|Ambon|Ambon|Indonesia|Indonesia|-3.710264|-3.710264|128.089136|128.089136|10|10
Arno|Arno|Arno|Arno|Marshall Islands|Marshall Islands|7.083|7.083|171.683|171.683||
Amsterdam-Schiphol|Amsterdam-Schiphol|Amsterdam|Amsterdam|Netherlands|Netherlands|52.308613|52.308613|4.763889|4.763889|-3|-3
Amata|Amata|Amata|Amata|Australia|Australia|-26.102778|-26.102778|131.206667|131.206667|695|695
Amanab|Amanab|Amanab|Amanab|Papua New Guinea|Papua New Guinea|-3.583|-3.583|141.200|141.200|411|411
Amderma|Amderma|Amderma|Amderma|Russian Federation|Russian Federation|69.763333|69.763333|61.556389|61.556389|4|4
Ames|Ames|Ames|Ames|United States|United States|41.992056|41.992056|-93.621833|-93.621833|291|291
Ammaroo|Ammaroo|Ammaroo|Ammaroo|Australia|Australia|-21.739167|-21.739167|135.243056|135.243056|39|39
Ambatomainty|Ambatomainty|Ambatomainty|Ambatomainty|Madagascar|Madagascar|-17.683|-17.683|45.617|45.617|320|320
Ardmore|Ardmore|Ardmore|Ardmore|New Zealand|New Zealand|-37.029722|-37.029722|174.973333|174.973333|34|34
Orange County Steel Salvage Heliport|Orange County Steel Salvage Heliport|Anaheim|Anaheim|United States|United States|33.812500|33.812500|-117.918889|-117.918889||
Anniston Metropolitan|Anniston Metropolitan|Anniston|Anniston|United States|United States|33.588167|33.588167|-85.858111|-85.858111|187|187
Ted Stevens Anchorage International Airport|Ted Stevens Anchorage International Airport|Anchorage|Anchorage|United States|United States|61.174361|61.174361|-149.996361|-149.996361|46|46
Anderson|Anderson|Anderson|Anderson|United States|United States|34.494583|34.494583|-82.709389|-82.709389|238|238
Marce|Marce|Angers|Angers|France|France|47.560211|47.560211|-0.312128|-0.312128|59|59
Cerro Moreno|Cerro Moreno|Antofagasta|Antofagasta|Chile|Chile|-23.444478|-23.444478|-70.445100|-70.445100|139|139
Brie-Champniers|Brie-Champniers|Angouleme|Angouleme|France|France|45.729475|45.729475|0.219153|0.219153|133|133
Anuha Island Resort|Anuha Island Resort|Anuha Island Resort|Anuha Island Resort|Solomon Islands|Solomon Islands|-8.983|-8.983|160.500|160.500||
Aniak|Aniak|Aniak|Aniak|United States|United States|61.581597|61.581597|-159.543043|-159.543043|27|27
Zanaga|Zanaga|Zanaga|Zanaga|Congo|Congo|-2.850|-2.850|13.817|13.817|570|570
Etimesgut|Etimesgut|Ankara|Ankara|Turkey|Turkey|39.949831|39.949831|32.688622|32.688622|809|809
Andulo|Andulo|Andulo|Andulo|Angola|Angola|-11.471389|-11.471389|16.710833|16.710833|1652|1652
Antsirabato|Antsirabato|Antalaha|Antalaha|Madagascar|Madagascar|-14.999411|-14.999411|50.320233|50.320233|6|6
Annette Island|Annette Island|Annette Island|Annette Island|United States|United States|55.042437|55.042437|-131.572232|-131.572232|36|36
Angoche|Angoche|Angoche|Angoche|Mozambique|Mozambique|-16.181944|-16.181944|39.944722|39.944722|36|36
Lee|Lee|Annapolis|Annapolis|United States|United States|38.942878|38.942878|-76.568399|-76.568399|10|10
Tri-State Steuben Cty|Tri-State Steuben Cty|Angola|Angola|United States|United States|41.639698|41.639698|-85.083493|-85.083493|303|303
Deurne|Deurne|Antwerp|Antwerp|Belgium|Belgium|51.189444|51.189444|4.460278|4.460278|12|12
Andahuaylas|Andahuaylas|Andahuaylas|Andahuaylas|Peru|Peru|-13.706408|-13.706408|-73.350378|-73.350378|3444|3444
St Anton|St Anton|St Anton|St Anton|Austria|Austria|0|0|0|0||
V. C. Bird Intl|V. C. Bird Intl|St. John&#039;s|St. John&#039;s|Antigua And Barbuda|Antigua And Barbuda|17.136667|17.136667|-61.792778|-61.792778|19|19
Anvik|Anvik|Anvik|Anvik|United States|United States|62.647328|62.647328|-160.190067|-160.190067|89|89
Ainsworth|Ainsworth|Ainsworth|Ainsworth|United States|United States|42.579228|42.579228|-99.992967|-99.992967|789|789
Andenes|Andenes|Andenes|Andenes|Norway|Norway|69.292500|69.292500|16.144167|16.144167|13|13
Anthony|Anthony|Anthony|Anthony|United States|United States|37.158522|37.158522|-98.079647|-98.079647|408|408
Angus Downs|Angus Downs|Angus Downs|Angus Downs|Australia|Australia|-25.034|-25.034|132.276|132.276|517|517
Aroa|Aroa|Aroa|Aroa|Papua New Guinea|Papua New Guinea|-9.017|-9.017|146.800|146.800|3|3
Annanberg|Annanberg|Annanberg|Annanberg|Papua New Guinea|Papua New Guinea|-4.917|-4.917|144.650|144.650|30|30
Altenburg Nobitz|Altenburg Nobitz|Altenburg|Altenburg|Germany|Germany|50.981817|50.981817|12.506361|12.506361|195|195
Abou Deia|Abou Deia|Abou Deia|Abou Deia|Chad|Chad|11.467|11.467|19.283|19.283|480|480
Anadolu University|Anadolu University|Eskisehir|Eskisehir|Turkey|Turkey|39.811666666667|39.811666666667|30.528611111111|30.528611111111||
Anshan|Anshan|Anshan|Anshan|China|China|41.105278|41.105278|122.853889|122.853889||
Allen County|Allen County|Lima|Lima|United States|United States|40.707478|40.707478|-84.027078|-84.027078|297|297
Falconara|Falconara|Ancona|Ancona|Italy|Italy|43.616342|43.616342|13.362319|13.362319|15|15
Aomori|Aomori|Aomori|Aomori|Japan|Japan|40.734722|40.734722|140.690833|140.690833|202|202
Karpathos|Karpathos|Karpathos|Karpathos|Greece|Greece|35.421408|35.421408|27.146008|27.146008|20|20
Paso De Los Libres|Paso De Los Libres|Paso De Los Libres|Paso De Los Libres|Argentina|Argentina|-29.689425|-29.689425|-57.152078|-57.152078|70|70
Arona|Arona|Arona|Arona|Solomon Islands|Solomon Islands|-6.300|-6.300|146.017|146.017|1280|1280
Martinsburg|Martinsburg|Martinsburg|Martinsburg|United States|United States|40.296361|40.296361|-78.320028|-78.320028|458|458
Alor Setar|Alor Setar|Alor Setar|Alor Setar|Malaysia|Malaysia|6.189667|6.189667|100.398183|100.398183|5|5
Amook|Amook|Amook|Amook|United States|United States|57.466666666667|57.466666666667|-153.83333333333|-153.83333333333||
Corrado Gex|Corrado Gex|Aosta|Aosta|Italy|Italy|45.738456|45.738456|7.368719|7.368719|546|546
Attopeu|Attopeu|Attopeu|Attopeu|Laos|Laos|14.800|14.800|106.833|106.833|105|105
Arapahoe Co|Arapahoe Co|Denver|Denver|United States|United States|39.570111|39.570111|-104.849306|-104.849306|1794|1794
Apolo|Apolo|Apolo|Apolo|Bolivia|Bolivia|-14.733|-14.733|-68.417|-68.417|1414|1414
Napa County|Napa County|Napa|Napa|United States|United States|38.213194|38.213194|-122.280694|-122.280694|11|11
San Juan Aposento|San Juan Aposento|San Juan Aposento|San Juan Aposento|Peru|Peru|-15.350|-15.350|-75.167|-75.167||
Naples|Naples|Naples|Naples|United States|United States|26.152287|26.152287|-81.775793|-81.775793|2|2
Phillips AAF|Phillips AAF|Aberdeen|Aberdeen|United States|United States|39.466219|39.466219|-76.168808|-76.168808|17|17
Camp A P Hill|Camp A P Hill|Bowling Green|Bowling Green|United States|United States|38.068833|38.068833|-77.318333|-77.318333|67|67
Apiay|Apiay|Apiay|Apiay|Colombia|Colombia|4.076069|4.076069|-73.562731|-73.562731|374|374
Apataki|Apataki|Apataki|Apataki|French Polynesia|French Polynesia|-15.573611|-15.573611|-146.415278|-146.415278|2|2
Nampula|Nampula|Nampula|Nampula|Mozambique|Mozambique|-15.105611|-15.105611|39.281800|39.281800|440|440
Alpena County Regional|Alpena County Regional|Alpena|Alpena|United States|United States|45.078083|45.078083|-83.560306|-83.560306|210|210
Apartado|Apartado|Apartado|Apartado|Colombia|Colombia|7.811817|7.811817|-76.716325|-76.716325|14|14
Asapa|Asapa|Asapa|Asapa|Papua New Guinea|Papua New Guinea|-8.967|-8.967|148.100|148.100|579|579
Arapiraca|Arapiraca|Arapiraca|Arapiraca|Brazil|Brazil|-9.775358|-9.775358|-36.629200|-36.629200|270|270
April River|April River|April River|April River|Papua New Guinea|Papua New Guinea|-4.700|-4.700|142.533|142.533|91|91
Anapolis|Anapolis|Anapolis|Anapolis|Brazil|Brazil|-16.362336|-16.362336|-48.927053|-48.927053|1110|1110
Marion County|Marion County|Jasper|Jasper|United States|United States|35.060678|35.060678|-85.585317|-85.585317|195|195
Apucarana|Apucarana|Apucarana|Apucarana|Brazil|Brazil|-23.609511|-23.609511|-51.384486|-51.384486|805|805
Apple Valley|Apple Valley|Apple Valley|Apple Valley|United States|United States|34.575333|34.575333|-117.186194|-117.186194|933|933
Faleolo|Faleolo|Apia|Apia|Samoa|Samoa|-13.829667|-13.829667|-171.997167|-171.997167|18|18
Arapongas|Arapongas|Arapongas|Arapongas|Brazil|Brazil|-23.352856|-23.352856|-51.491656|-51.491656|792|792
Alto Parnaiba|Alto Parnaiba|Alto Parnaiba|Alto Parnaiba|Brazil|Brazil|-9.083605|-9.083605|-45.950554|-45.950554|295|295
Zapala|Zapala|Zapala|Zapala|Argentina|Argentina|-38.975500|-38.975500|-70.113581|-70.113581|1015|1015
Araraquara|Araraquara|Araraquara|Araraquara|Brazil|Brazil|-21.812000|-21.812000|-48.133028|-48.133028|711|711
Quiche Airport|Quiche Airport|Quiche|Quiche|Guatemala|Guatemala|15.012222|15.012222|-91.150556|-91.150556|2021|2021
Anqing|Anqing|Anqing|Anqing|China|China|30.582222|30.582222|117.050278|117.050278||
Qaisumah|Qaisumah|Qaisumah|Qaisumah|Saudi Arabia|Saudi Arabia|28.335192|28.335192|46.125069|46.125069|358|358
King Hussein Intl|King Hussein Intl|Aqaba|Aqaba|Jordan|Jordan|29.611619|29.611619|35.018067|35.018067|53|53
Ariquemes|Ariquemes|Ariquemes|Ariquemes|Brazil|Brazil|-10.177778|-10.177778|-62.826111|-62.826111|90|90
Rodriguez Ballon|Rodriguez Ballon|Arequipa|Arequipa|Peru|Peru|-16.341072|-16.341072|-71.583083|-71.583083|2562|2562
Saqani|Saqani|Saqani|Saqani|Fiji|Fiji|-16.450|-16.450|179.733|179.733|2|2
Alyeska|Alyeska|Alyeska|Alyeska|United States|United States|60.966096|60.966096|-149.125789|-149.125789|46|46
Acadiana Regional|Acadiana Regional|New Iberia|New Iberia|United States|United States|30.037758|30.037758|-91.883896|-91.883896|7|7
Municipal|Municipal|Ann Arbor, MI|Ann Arbor, MI|United States|United States|42.222984|42.222984|-83.745607|-83.745607|256|256
Arctic Village|Arctic Village|Arctic Village|Arctic Village|United States|United States|68.114669|68.114669|-145.579415|-145.579415|638|638
Alor Island|Alor Island|Alor Island|Alor Island|Indonesia|Indonesia|-8.132336|-8.132336|124.597014|124.597014|3|3
Arecibo|Arecibo|Arecibo|Arecibo|Puerto Rico|Puerto Rico|18.451111|18.451111|-66.675556|-66.675556|7|7
Acaricuara|Acaricuara|Acaricuara|Acaricuara|Colombia|Colombia|0.567|0.567|-72.400|-72.400|380|380
Walnut Ridge|Walnut Ridge|Walnut Ridge|Walnut Ridge|United States|United States|36.124667|36.124667|-90.925111|-90.925111|85|85
Talagi|Talagi|Arkhangelsk|Arkhangelsk|Russian Federation|Russian Federation|64.600280|64.600280|40.716667|40.716667|19|19
Chacalluta|Chacalluta|Arica|Arica|Chile|Chile|-18.348531|-18.348531|-70.338742|-70.338742|51|51
Arso|Arso|Arso|Arso|Indonesia|Indonesia|-2.917|-2.917|140.783|140.783|46|46
Arusha|Arusha|Arusha|Arusha|Tanzania|Tanzania|-3.367794|-3.367794|36.633333|36.633333|1387|1387
Arly|Arly|Arly|Arly|Burkina Faso|Burkina Faso|11.597|11.597|1.483|1.483|232|232
Armidale|Armidale|Armidale|Armidale|Australia|Australia|-30.528056|-30.528056|151.617222|151.617222|1084|1084
Arlanda|Arlanda|Stockholm|Stockholm|Sweden|Sweden|59.651944|59.651944|17.918611|17.918611|42|42
Arboletas|Arboletas|Arboletas|Arboletas|Colombia|Colombia|8.833|8.833|-76.433|-76.433|4|4
Aragip|Aragip|Aragip|Aragip|Papua New Guinea|Papua New Guinea|-9.867|-9.867|149.483|149.483|518|518
Arauquita|Arauquita|Arauquita|Arauquita|Colombia|Colombia|7.021058|7.021058|-71.388864|-71.388864|156|156
Alto Rio Senguerr|Alto Rio Senguerr|Alto Rio Senguerr|Alto Rio Senguerr|Argentina|Argentina|-45.017|-45.017|-70.800|-70.800|697|697
Aragarcas|Aragarcas|Aragarcas|Aragarcas|Brazil|Brazil|-15.896733|-15.896733|-52.095564|-52.095564|310|310
Watertown|Watertown|Watertown|Watertown|United States|United States|43.991917|43.991917|-76.021750|-76.021750|99|99
Aracatuba|Aracatuba|Aracatuba|Aracatuba|Brazil|Brazil|-21.141342|-21.141342|-50.424722|-50.424722|415|415
Noble F. Lee|Noble F. Lee|Minocqua|Minocqua|United States|United States|45.927917|45.927917|-89.730944|-89.730944|497|497
Arad|Arad|Arad|Arad|Romania|Romania|46.176550|46.176550|21.262022|21.262022|107|107
Asbury Park|Asbury Park|Neptune, NJ|Neptune, NJ|United States|United States|40.219444444444|40.219444444444|-74.09|-74.09|30|30
Ararat|Ararat|Ararat|Ararat|Australia|Australia|-37.309444|-37.309444|142.988611|142.988611|307|307
Assab International|Assab International|Assab|Assab|Eritrea|Eritrea|13.071783|13.071783|42.645006|42.645006|14|14
Ashgabat|Ashgabat|Ashgabat|Ashgabat|Turkmenistan|Turkmenistan|37.986814|37.986814|58.360967|58.360967|211|211
Ascension|Ascension|Ascension|Ascension|Bolivia|Bolivia|-15.717|-15.717|-63.100|-63.100|246|246
Andros Town|Andros Town|Andros Town|Andros Town|Bahamas|Bahamas|24.698283|24.698283|-77.795611|-77.795611|2|2
Aspen|Aspen|Aspen|Aspen|United States|United States|39.223167|39.223167|-106.868861|-106.868861|2384|2384
Astrakhan|Astrakhan|Astrakhan|Astrakhan|Russian Federation|Russian Federation|46.283333|46.283333|48.006278|48.006278||
Ashburton|Ashburton|Ashburton|Ashburton|New Zealand|New Zealand|-43.903333|-43.903333|171.796667|171.796667|91|91
Boire Field|Boire Field|Nashua, NH|Nashua, NH|United States|United States|42.781750|42.781750|-71.514778|-71.514778|61|61
Wideawake Field|Wideawake Field|Georgetown, Ascension Island|Georgetown, Ascension Island|St. Helena|St. Helena|-7.969597|-7.969597|-14.393664|-14.393664|85|85
Amami O Shima|Amami O Shima|Amami O Shima|Amami O Shima|Japan|Japan|28.430633|28.430633|129.712542|129.712542|8|8
Yamoussoukro|Yamoussoukro|Yamoussoukro|Yamoussoukro|Cote D&#039;Ivoire|Cote D&#039;Ivoire|6.903167|6.903167|-5.365581|-5.365581|213|213
Harrison County|Harrison County|Marshall|Marshall|United States|United States|32.520500|32.520500|-94.307778|-94.307778|109|109
Yohannes IV|Yohannes IV|Asmara|Asmara|Eritrea|Eritrea|15.291853|15.291853|38.910667|38.910667|2335|2335
Talladega|Talladega|Talladega|Talladega|United States|United States|33.569471|33.569471|-86.051230|-86.051230|161|161
Asosa|Asosa|Asosa|Asosa|Ethiopia|Ethiopia|10.018550|10.018550|34.586253|34.586253|1561|1561
Alice Springs|Alice Springs|Alice Springs|Alice Springs|Australia|Australia|-23.806667|-23.806667|133.902222|133.902222|545|545
Austin|Austin|Austin|Austin|United States|United States|39.467981|39.467981|-117.195370|-117.195370|1747|1747
Erkilet International Airport|Erkilet International Airport|Kayseri|Kayseri|Turkey|Turkey|38.770386|38.770386|35.495428|35.495428|1056|1056
Astoria|Astoria|Astoria|Astoria|United States|United States|46.157972|46.157972|-123.878694|-123.878694|5|5
Silvio Pettirossi|Silvio Pettirossi|Asuncion|Asuncion|Paraguay|Paraguay|-25.239850|-25.239850|-57.519133|-57.519133|89|89
Amboseli|Amboseli|Amboseli|Amboseli|Kenya|Kenya|-2.633|-2.633|37.250|37.250|1145|1145
Aswan|Aswan|Aswan|Aswan|Egypt|Egypt|23.964356|23.964356|32.819975|32.819975|202|202
Ashland|Ashland|Ashland|Ashland|United States|United States|46.548528|46.548528|-90.918972|-90.918972|252|252
Ashley|Ashley|Ashley|Ashley|United States|United States|46.023863|46.023863|-99.352614|-99.352614|619|619
Asirim|Asirim|Asirim|Asirim|Papua New Guinea|Papua New Guinea|-5.867|-5.867|150.367|150.367||
Anta|Anta|Anta|Anta|Peru|Peru|-9.347444|-9.347444|-77.598392|-77.598392|2773|2773
Atbara|Atbara|Atbara|Atbara|Sudan|Sudan|17.709722|17.709722|34.056944|34.056944|360|360
Atoifi|Atoifi|Atoifi|Atoifi|Solomon Islands|Solomon Islands|-8.873333|-8.873333|161.011389|161.011389||
Antlers|Antlers|Antlers|Antlers|United States|United States|34.192601|34.192601|-95.649859|-95.649859|175|175
Chachoan|Chachoan|Ambato|Ambato|Ecuador|Ecuador|-1.212067|-1.212067|-78.574636|-78.574636|2591|2591
Attock|Attock|Attock|Attock|Pakistan|Pakistan|33.900|33.900|72.250|72.250||
Eleftherios Venizelos|Eleftherios Venizelos|Athens|Athens|Greece|Greece|37.936358|37.936358|23.944467|23.944467|94|94
Artigas|Artigas|Artigas|Artigas|Uruguay|Uruguay|-30.400706|-30.400706|-56.507869|-56.507869|125|125
Antsirabe|Antsirabe|Antsirabe|Antsirabe|Madagascar|Madagascar|-19.836944|-19.836944|47.065278|47.065278|1523|1523
Atqasuk|Atqasuk|Atqasuk|Atqasuk|United States|United States|70.467276|70.467276|-157.435736|-157.435736|29|29
Hartsfield-jackson Atlanta International|Hartsfield-jackson Atlanta International|Atlanta, GA|Atlanta, GA|United States|United States|33.636720|33.636720|-84.428066|-84.428066|313|313
